,user,track,count
103034,b7a4d275a2b3e339d5422c7dcff0eb3945bae022,TRASJMT128F9314118,2
103056,b5a7af2c8abe77b16d531398266502623457a367,TRATDTH128F4263AAD,2
103059,58cf2118e271287392a0894e539df4c100c753d9,TRAUOPE128EF367610,2
103072,a013abee994bf080dc6dd0183687c063da4888a6,TRAADLN128F14832E9,1
103107,229a04c6d0e9da038e9c864f120b011425d8e618,TRARAAG128F42437FB,1
103182,c16d6a446fa51e57715610425bf17eca3837713c,TRATBLI128F92F78F8,1
103226,c1f07aca148e4c8d9eff7ffc384a9fc8cb7fc961,TRAIYDL128E0791583,1
103251,a4387b0308fc033c001b7e3e55614cd03454721e,TRBDMIN128F147FCBB,5
103313,cbbbec8863632c5aba7624f3c7e5b2509bfd396a,TRARUTP128E0797FC7,1
103378,b4572880cc2b505133521e1941beb40d91baea8b,TRAURYF128F147805D,1
103380,a1a56413cc5b418e8dc8f23f41ef48d5474b7685,TRAWLYS12903CCFEFC,1
103410,5049604ee70f6df5422f01de1f7f8319434f3f1a,TRASVOH12903CCDC0B,1
103422,29ed40a5529d651bfb45a2de3f7c2630d87ee3e2,TRABQZK128F92F54F4,2
103504,1104dfaefe93b26a7ac61b9c255aa107005786cc,TRAWBHE12903CBC4CB,4
103528,829aa4056fa23a60ebcc68944ac33c64d2d9f43f,TRBDSFP128E07937B9,2
103563,0828f98c2f0e16ec2edca18ca88fae801d35d5de,TRAXGLQ12903CDBF13,3
103731,2319dbfc3410eeb4ecb5289e0ee76cddd687d496,TRBHLDQ128F423EF10,2
103920,73faf9387d142b7ef0ff1d538f1a7c9ff6e825f3,TRANKYM128F428B7A4,1
103929,861fffa94d922620f8c711b5bd2cc5cac63e7c3b,TRAQVTO128F14696A6,1
104030,17c5a6296752a23dfec981c5efa0b5e007063882,TRAQFGR128EF34E7AF,2
104070,67652af9ab8c328b472fcd3915257cdc31d0297a,TRBEDVH128F14599C7,1
104207,c9abe3cd9b36f3c79924f781d1912cf68ef2812f,TRAURYF128F147805D,2
104401,c772fe435cc7d24cce03397e7a4a91297e695caa,TRARKGW128F92EB8F9,1
104593,6b2bf8e474caee2fc7186d16c9ab7a56e5d936cf,TRALDUE128F9312AF2,4
104772,8359eb3a87c568d0eac5383065552caa9652d9b1,TRAIELD128F92DC682,1
104835,14b41d086e64154e691197603505f8a701dab1ba,TRBBMHE128EF341D09,1
104955,d16bf31467d558622c427832009a611fb841a08b,TRAVSVL128F14B12BE,7
104981,c6dc21b319da8c97b29b7d146232fb08ddb6c2ed,TRAVXBL128F42BB389,5
104986,e07a5d6e9f8041b1c1da36c10e37f7fd2b7aa1a1,TRAXGLQ12903CDBF13,4
104990,2f315722ab463e3869523ee91519edc6a45bb6fc,TRBBCVJ128F425BE2C,15
105331,2aa6c7b0985586b0c1bd98e3791ec417a3f97812,TRAKWNL12903CC37B6,1
105475,cdfb65aec3b18584fca656a70e86cc02b98b6aca,TRBEDVH128F14599C7,22
105621,5d71f3e6dcb20e16908e1498e58cf14808ff6e98,TRBASRX12903C9FDA8,1
105715,d7d6378cce42859dcef198916503d2badde5a3ef,TRAURYF128F147805D,3
105788,e9d579b1c7f85cb1463362b5a3f7274f279d9d34,TRBDSWA128F92FE70A,1
105812,de94d1f8bb1ffe2b3881e332a3e6786f59b9322d,TRBGQAB128E07877E4,1
105815,f630f3ec803b8eb36aae0a1e0c4e5a7a618961a8,TRATHTH128F42BC347,1
105873,56873b54e1909a9c71cc3fe63c1378662f3e0647,TRAWCIC128F92FE36A,1
105927,84ba152db4483a37ca8b9e19ca374defbacde12c,TRACECN128F9310E97,1
105933,c2eb92d654126de1b03de2e174d591ff1e6f7860,TRAWBHE12903CBC4CB,1
105938,ebb8b5cd65e26c19ecedc3cefcf07457cb3c1707,TRAQJMP128F92E3821,10
105958,192d79190499d834125b05e326f9094bd17136e2,TRAEQOS128F92EFD47,10
105968,39f6cf301c74d39586d418238aa1947ced42b2d4,TRBANZZ128F149EA4C,1
105991,c39aabed8c067885e75bf4a8bdb31fdeb6c76b1d,TRAQFGR128EF34E7AF,1
106089,f1ee603a90363a7b65a5c376c58651b6af749458,TRATHTH128F42BC347,1
106138,a62596237db423dd0c727e05eba3ba96b01c6881,TRBEGQC12903CAB228,2
106186,3bc49bc61d87a7adcd5dd7a573c65ee7ea990d21,TRAWSSL12903CC4734,3
106250,d030b83cac652cfda76b111c998e2628060a9846,TRACTIE128F92E473B,2
106332,9a930480a103e39f8d16f3c4703d0f2f4b469893,TRBHLXQ128E07856AC,1
106374,c6c1981f8f2a5a50cde6aaf489f18d98d1f0570b,TRAUOPE128EF367610,1
106388,c12ee030c12c039f721e5be9ccd6e08f98190383,TRAAMES128F42AF068,1
106412,1aa4a62e61258592334d86a4580498be2bec4bf4,TRATTGW128F427A82D,1
106468,3b5fb95364385689838584ce645e7587517341cd,TRALNJR128F145AC96,5
106486,3ce69696208f9915f7e6c28a6b9d0a274a872834,TRAZBRT128F9305CE3,2
106498,a347b8affcaeff5148e88ad68531128fa4c1a175,TRAVFEW128F92E2B47,1
106539,1da1eef04e879f3214f21ab50c00adfbc13fa93e,TRBBMHE128EF341D09,2
106581,4e3ee2a3035c641df215802e7ccac653d6067c8e,TRAQVTO128F14696A6,3
106632,e1546e2bf5f24dd4a52692ee08d0e3c6dff035d9,TRAXGLQ12903CDBF13,1
106719,166a7023a05bfce19498c06205f67e2e727897ba,TRADODV128F4283EB6,1
106821,d7c0411cd43cfb3fb716c3f773ffc6ea6e9c6ad0,TRAWCIC128F92FE36A,10
106857,835d69795e01e205748481d3a85d03dd4b290d75,TRBHIVF128E078DB92,1
106961,06a3b68d9bd0227d293b89d022bb989d84486399,TRAEVRI128F93608F3,2
107013,e362a41c37b81be00990748b2303a95b662b260a,TRAHTOP128F429484D,12
107081,489242f429eea57ffe0a5e5b0fb3e5f4fc770248,TRAOOHM128F1453E33,2
107134,d9f6507716bd279a342a7f378ef8d1ef10605189,TRBFEID128F42368AC,2
107250,c0dc328a26d6c9c051276c27d9028efa9d884ad2,TRACECN128F9310E97,1
107292,b5de6ac0bfa5fe9f806194d1597dca0834a9e120,TRAFHRS128F14599C0,1
107312,d82ea79d5e629df09b506b4b2dedfc4f1d3a49b6,TRAPTOE128F4272000,1
107365,c37c5a7af6cbf9c142f8bbf9b68f7ec20eb8142b,TRAADLN128F14832E9,1
107463,de48653df7aff5a4b321e2d430d9d1f7d57df22e,TRBDSWA128F92FE70A,1
107476,9bb7d0f0b23ce15bf6805b9032a7e2285e37b9dc,TRAASQC128F93480F0,1
107545,f9a9ae55c56e59cf234d9e3e396d40b977db3258,TRAHUQT128F4281228,13
107586,b41637fb2297ade69f15e20606e11719979641c1,TRASHPV128F4281CB1,1
107809,0249f00addf38154b4e8ef27e579fb8deb765fdf,TRAXLZU12903D05F94,3
107884,d5fd3d5c9b328922cd1676512c459e25f1c75003,TRBDOFA128F427C09D,1
107910,5dd7c2f95e5ae465d296f3e06920afe70951b7da,TRAURYF128F147805D,7
108011,c7072309fc13d781c5c5501373098faf99e1ad55,TRBBMHE128EF341D09,1
108053,52677227674a737194160d83f7f675c517927e3e,TRANAUJ128E07860B0,17
108070,dbeb28e6025647acc08f29913d7b2adf92c3c6e6,TRARTYI128F427E74C,1
108079,541642792aa8c522c854b440e5b5b8210ef39acd,TRAAEEH128E0795DFE,2
108145,9cfbd81b9d6d95a669a9755eb53fa39ce297fd3e,TRACCVZ128F4291A8A,1
108209,a3673d76f65586e2731825685327a3c0b0daf311,TRBBZQM128F931A529,1
108226,2c78f9c8f29ec869bdaff3aa3e733bf1df2d4251,TRAADLN128F14832E9,1
108381,5d9b88c1ba3dd79456d89b307b0844695bc72af7,TRBDOVF128E0795641,2
108423,bdcaccbbfb60f95d58b75c29a18a081245619f02,TRATKVY128EF35F97A,1
108633,040455198cf5b58fb6e55c0910c611dda9c13d0b,TRAWBHE12903CBC4CB,1
108647,21338c16e39893f22238d6f7a574bb7ada7b36d4,TRAGYMA128EF34B55E,1
108763,d6d614a52e8dd11236a43f926e7aa6cea423206c,TRBGGBF128F425E4D1,40
108991,0066b53caf5a08cafab2774669b057c318139203,TRBGSAQ128F1470B41,1
109018,e8aa0ef08333ea1bf990821021dba77f80b23689,TRAZDPO128E078ECE6,2
109038,33e66c1e40c2e95c51fca2b5d08920f73383f6ac,TRAWLYS12903CCFEFC,3
109077,1823d674372bb0de5e68d79d601c1bb3c3e5b10f,TRAUWFN128F1462E09,1
109137,ad3f313fba980d4c7251162b91f1256749597820,TRBHKXX128F4252D02,1
109176,33d0e7ab648e0f62f5316a77f3172f6a11b7153c,TRBFEID128F42368AC,2
109180,4d99a89c43674d4177347a22c198607ca98522db,TRAPTOE128F4272000,1
109208,449b41e0024e3cc3657c36f04fd6aa5fcbd50fd6,TRAZCMR128F1462B51,1
109225,dccc61f7de3df017ff08a267c16d59dfcc6cf85d,TRAIYZW128F9330F7D,1
109236,b1b1562cd7750447791ada5d13cd12f9f9e11c4a,TRAURYF128F147805D,3
109264,de375e09f19cbaccd70c8a305ca379f4ba4bb0c9,TRAZCMR128F1462B51,1
109360,510bb413107ab54bfc711fbafba4a8414a505550,TRAWBHE12903CBC4CB,1
109470,342523a12a12a77666b80269e3018b3a2031abed,TRASDOI128F1480E28,61
109532,36ca816f1e312752101fe7198c247447151e46fc,TRBCVBK128E07813EC,1
109594,8734ffc4b27503633ed727c060f00c5b1d82fab1,TRABVIU128E0780DA0,1
109673,dd14c39081ce34b6ecc8d1356ae79cac8b35c418,TRAZDPO128E078ECE6,1
109763,616936d720770077e9024ddcd180d2baf258bc35,TRBCVBK128E07813EC,1
109803,78444e5c9e15486ed0a4f76a3f132982d42afa26,TRBIFGK128F92F23A2,1
109817,7dc843e25e73fc982a28e9fd70a115e6fd1b9356,TRAJIKY128F932AD73,1
109924,6dc67826bce315eb4e99c4cf38bab80f2d0aae20,TRAVFEW128F92E2B47,2
109960,d629812d3d2333162fcb7e34cc42a4eb36b84265,TRAWBHE12903CBC4CB,1
110071,d7374efe8fd5234c5d6aeb337143f3fdebd26f8c,TRAOYFS128F423E593,1
110082,ec95d556cc10e328f0212403f28b7d8a7c90f7af,TRAVZZV128F42AE511,4
110134,368ee601179e2f99abaf8484582e5afc1321208d,TRADESF128F4214D8E,1
110402,a6e8748f74cb98be9ab1d2bc58083d5e9f7340e5,TRAWBHE12903CBC4CB,4
110406,ca4a5cede1f8a2d81e3ed90fc1b4ebee21d54d5f,TRBBOKQ128F933AE7C,1
110626,5584fa4a1821ef2e130127aa5ee65ed1f8e9f2de,TRARTEH128F423DBC1,1
110679,41a1a0f5cb9f73ddb6461b00c1988e46e467bb58,TRAAUEO128E0780CB9,2
110806,cbc9660d4dd8169618282638c68d99b51e32bad9,TRATBNG128F92CADA8,1
110894,ebb9e1b0055b88613ee750bbcff82f17e03093b2,TRABUSZ128F4257BAB,6
110944,93ec147cca3af8586c0512fb982fd30b7ad34788,TRAWRKT128E0788857,1
111128,f009fcc661c23d3c8ef3d4a94756940a527fd05b,TRAURYF128F147805D,1
111182,0b0f6c9e297d0ee4a244d4da36c6bf565ad3fbd2,TRAEUIW12903D018F0,2
111195,2e2e33a395e1db92f98b775a9a55a8b8163600f4,TRAHPBP128E079367D,1
111348,7c6e6bb3301cdeebb0893cb6ad54668f08d5f3f0,TRANONM128F92EAF7A,2
111394,c21d95114feb2aea2c90c039752288350e7d723f,TRAWBHE12903CBC4CB,1
111519,d047c521ee74500e5cd0b789eedcfaf173b1d7c2,TRBBDXO128F14A4737,17
111600,30575ad3bf80af59ca9aefb25a57494ef8841436,TRATHTH128F42BC347,1
111645,512a3f63a045f796457c7e2cd54efb9f30c6d652,TRAWBHE12903CBC4CB,4
111742,04f125df0d77d976c9a60aa6b4f5e93b981aaa8d,TRAUOEY128F421CBD3,1
111755,b6f1fdc09c3b00b6ec6d786a1f069cc359a34e10,TRAHIRO128F93093A1,1
111870,5664e91c805c27bcd07b0543c9eef5ad5a599d91,TRAYQLP128F92FA224,2
111903,4c85dbfb0c6ab5d052e5cc2d5ec9032c6e19e4eb,TRAAMES128F42AF068,1
112004,792d8691c77730473257d863de082683aafbda48,TRAADLN128F14832E9,4
112067,6c60085068c27ae9d02302543b6ae0a31df7b3d6,TRAGYMA128EF34B55E,3
112133,d5f0c6210d012827ca5d1770e73f8a7962e134f1,TRAZDPO128E078ECE6,5
112182,b53246b32038cc2890f1f2d7fb37ee70ce4b6fda,TRAIELD128F92DC682,1
112221,24af3eba046a903728d66a8a73601017342922ae,TRAYQLP128F92FA224,1
112392,c73d900fe4d0c23ba7f48eee00648c15ce0468ab,TRAURYF128F147805D,2
112472,ef75bb37152f67ada42cdb6e0ea8cc1cc83eb878,TRARLGD128F93119C1,4
112507,03a9b2ca005b32db70fa57da0ccbd89a2ddfcd81,TRADVNR12903CE5A54,1
112549,70c8888ae95cc586654bbb5d19e863fca921145e,TRARUTP128E0797FC7,1
112591,4b2380597a43bcdcbe8f2f2894483503862a8f18,TRABQZK128F92F54F4,1
112727,8ea4748360147d05ec1af9a4c317bc1bec1eb2b1,TRAAKDG128F42A0ECB,1
112791,e154ab040e621dd7695e86467d65c716c7220e22,TRAURYF128F147805D,2
112898,3f1d74f9e22dc23b2bf04938825ff9d3be6d1b63,TRAEOMS128F4262357,1
112947,6049f073c9b55e1f0995902414dd64f41357ffa3,TRAIQMW128E07854BD,20
113236,ed8618f8ccd69f7771d2e78617641e8cca9bd91b,TRAZCMR128F1462B51,1
113274,1a74d8557e846f3719cd6c07ad184fc328c45d1d,TRBCBXZ128F14628C3,2
113406,ed2d989e19fbc3776a3fb59dcda7bc0ac001d564,TRAYQLP128F92FA224,2
113505,3e293380d9848b25f3ca733517a8eb092ca8fdd8,TRAZDPO128E078ECE6,4
113522,293060f114c1c036a6a214f15ec3bca8cfd9a6e6,TRAADLN128F14832E9,1
113540,f97f6a8dce549fa7dcd2ab31e64e8bc5a95fe665,TRANRWM128F42873F9,6
113561,b6da69a168fe4faaa03a739d47cbf1549c0aa7cf,TRAMPWN128F934C221,2
113566,adb843136f9e7b855e9e4198abea7145bf056c98,TRAWBHE12903CBC4CB,7
113601,ccc04b1c5b6a2f44c65559ab25a31bf74021c2a0,TRAMGPM128F9311196,2
113651,d12c2e7040afe691007d1ccb58963407018f5476,TRBGCAK128F425F3CC,1
113807,6093699ec3b8fa26529407cc6ff9b6b3f566a3e5,TRBGCAK128F425F3CC,5
113945,78dd6bed48ce6fe6dda0ba7a186668212821e641,TRACTLX128F42A51F6,1
114126,d610d0cf2e0c0c7f0fdf3a48dd96389b3c7bab00,TRBBCVJ128F425BE2C,13
114177,f43051f23be88babc2c872df002044724bd4c06a,TRAPTOE128F4272000,4
114180,35a993b223ce1783c5098e1908706b7655741ba6,TRATKVY128EF35F97A,1
114250,9d38922f4c1cd6d5e70dca961b5aa3022f49413f,TRAHIRO128F93093A1,1
114273,f10787e960a78967446b934c2129c68d10fa7ad3,TRANHYE128F92DE232,11
114312,a3f7f3bcf37cc139999f7d47e2a25fe3aa490ffc,TRAFYGO128F42727E7,11
114376,31429c626f942a1bf01c7461aca55f31e5a0b08d,TRABCKL128F423A778,1
114387,a9ea6490644b13afada926728d8ed0646e777d71,TRANUEV128F4282392,1
114457,32a9a40c75cd700735b336fbe19410ca96cef8b5,TRAVFSL128E078E22A,2
114590,8294bd47e24ccadfa0b062c56b39919e02e9d994,TRAXQDR128F4260194,1
114667,24e2982415666cba3acba81ce606ac584c7c8aef,TRAAKDG128F42A0ECB,5
114831,e8dc845aeb2809ad2621fd3cdb5360585fa6b2cb,TRAYWLI128F9300223,4
114838,a7cb77d98738c8a089d5f0da42fa88c19778126f,TRAWRKT128E0788857,1
114919,92f5c0c3567f8f57003435f553a5fc557bba5381,TRARJEM128F92E444D,1
115026,535b9b1d1e29364112b57205147ad92c3fd317a4,TRAUOEY128F421CBD3,2
115232,f87f27869d21ed5b77b1bc9853295d3cacf38a22,TRAAKDG128F42A0ECB,4
115270,617b9ffaaceaeb6f2f657d106ff08711457d5411,TRAWCIC128F92FE36A,7
115324,938e8dd9d0b5bfad529d0efb894ece661e010dc4,TRANRFB128F1481F1E,4
115354,b03a6188023e8fdbf2d003e5b4a0f982af7d53b8,TRADLBJ128F423A031,1
115468,349e8f88b6408ad2aeddb0db7ee09e079290c80f,TRAWBHE12903CBC4CB,2
115499,b256eb8720df1713520a127101e3c6a5a0af826e,TRASVOH12903CCDC0B,3
115579,ed01f2b20c043e00c03cfc1cc35ec168e76a48fc,TRAIVMM12903CFAD62,2
115675,91fdb19911f27160b6f95f9d864996ccf6585762,TRAMFJR128F92C1DB1,1
115715,b4d23ca67db9b51bcc6478de8dda200c9e4f67b2,TRATKVY128EF35F97A,2
115893,c45c20d238e56269560293aafe3d96bba409009e,TRACCUS128F92E1FEB,3
115911,5683713e88bb85ca1731f2ca396111b757b4bf4b,TRBCJUF128F93190C2,1
115958,b5cede2478d565b5cd6801478773d70805681b54,TRACMXG12903CA2541,1
116165,4817194448040c6c60594290d91accb105fda6bc,TRALZBV128F4250E60,1
116233,17c51897c635640233a57f63c9078b6c7326dcfd,TRBGKGR128F92EE206,3
116268,4af74fae2e0dc18e90b641802ceae4d8ef9a784b,TRAXGLQ12903CDBF13,1
116406,55ab7ced5f8db44e86339330aa1b70bc5114c216,TRBEDVH128F14599C7,2
116447,4d9862112277d8a54c42c346488bde57e6ac8783,TRAYLEA128F42B9487,3
116493,a3305c6753474e2cd97e6295b7ea6ba8860676d5,TRBDSWA128F92FE70A,1
116498,f3944f8f716dd30e7e398a89aecf426e1604e9c3,TRBDOVF128E0795641,1
116527,79db5918decc8d64f7363fd3b4932f21e15709bc,TRAHLDG128F92EB4A9,2
116542,c146ed5f89a00d36b67e08df8175da5e3886ca47,TRAYQLP128F92FA224,7
116548,c61c3133d342a3d4b5767165e9be5433cd17f240,TRADYQK128F42A762A,2
116600,fa6b14a377eafee547b948dbd79f8b93a6d59c5f,TRAWBHE12903CBC4CB,6
116718,41e8fc2153c062c53c2813752c8b5ccb6fb9c440,TRAWBHE12903CBC4CB,1
116752,609029da408ba201319a1b519fff2e89b7f9862d,TRABJZT128F425C8DC,1
116791,9b0183174673bb8bfc6ec17fc02607e222795d63,TRAKGDZ12903CE4867,1
116847,d90c016e49abac5c3a27e567c429b897a3ba892d,TRBHIRB128F1452ACC,6
116995,41d8551dfe994ae39782152b5e7d9a47cd7d1239,TRBAYJH128F427CA64,1
116998,550af625bbc270e766e084048491e86a4c19c689,TRANIJQ128F4298A10,1
117032,db8633e3895149743a41ef0a246b90c8a5a1a824,TRAXBLJ128F92EEBB1,1
117038,e36b9a8593b4c08b3b55719076ca7f89839a3047,TRAWZJW128F42297EE,3
117053,cde72a04cc84e32b94d2b9c3ff12b753c64f46d1,TRATHTH128F42BC347,5
117121,0f43a81d53c3b95f05875987b1a211c76ef563f7,TRADFOQ128F9335409,1
117123,1aa964d3bd465c0528f6190b9645a4224c45e842,TRBIBLJ12903CCF436,1
117160,49168853d8ac38b20bb7872c277c3f2325247369,TRARUTP128E0797FC7,1
117168,5f967a8b287561a72fa81bcc6b739555d2476c4c,TRBIFGK128F92F23A2,1
117225,97ec1450886fd765c896e04386f9f5e4d9722622,TRBEQFT128F146BD6D,1
117234,0c8687fd745ca260d95cbe3e5bfdce353eb72b29,TRAMARM128E0796A50,1
117309,7458eb06ab6c77095b10340cc5505a2ea894c7a3,TRAQNEC128F14ADF01,1
117367,6a645eed817686d4c61a67c78398b476a32c23a0,TRARUTP128E0797FC7,1
117384,ebde2f7e69716cf30413ae033d6a630858e38fef,TRAZORC128F426C323,1
117415,41c2329037ad515a315aa0fa243887c842a351b8,TRBDGNU128E078A4AF,1
117431,bc8d4a88c282d51d75013ada88fd50a7a961920b,TRAEUIW12903D018F0,1
117475,c4abb915be6adee3faba4552295b20c250de66c5,TRBEKNV128F9326A8A,1
117537,f1c04068814ffee4f3d2a26f465bae292f41834d,TRAURYF128F147805D,4
117864,0e2345089f3f311405f711f241cc3a9d42c5379f,TRATHTH128F42BC347,2
117940,26c0988d4d2f22d803ae81f4b6a335816e2040e1,TRBDOVF128E0795641,5
118117,e1c1fe5662e56cec25d7db3f462d6c4db634ea5d,TRAXGLQ12903CDBF13,1
118151,cfd49fd922dc41c93d49a98b807ca5ba0bf2cf57,TRBASRX12903C9FDA8,2
118330,821475e83c0f0cadfe0a30c3eb8034ff5c45f3af,TRAOXXW128F92E8C86,1
118424,0bee187135dd1fcfa4bef9211a0430ebca2d44d2,TRALPXC128E07819A8,1
118445,1c4e959d710d60833b8811404d5f16872c228a66,TRAAKDG128F42A0ECB,1
118467,62267c6afb93f034f6cde2cdcdc3b7a55cc9a42b,TRAUURC128E078EC6E,1
118492,ab814cdcb7b07638a24b5d4ef965e68184ca412f,TRAPFPH128F42269F6,1
118520,14d064f4cf54d853778dda33ffa2cbff6f3debe1,TRBDOVF128E0795641,3
118564,5415abfb6bfa9efe1eb3eac3595f3aba36a7ceaa,TRAZORC128F426C323,5
118584,322d49d399517275b7e369978f8f8940ae27b5a0,TRAQRHA128F93001EB,20
118645,1fa25583a9010779997170cff027b2c5ab5ac7dd,TRALEPN128F9311179,1
118675,74bbbcb8417792e3c6a4a9fa21e37cd122ac7977,TRBDQUF128F42AE54C,4
118719,82e52a8980a8d124fcef7afe669e6b61303c4bb1,TRARYKP128F9334BB1,8
118744,6716b6d0374ab1422c40509275237f551410ef26,TRAURYF128F147805D,1
118839,80ad2b2e467fad31199616095fd47b45dae008e6,TRBEGQC12903CAB228,1
118871,f835df6930b4db3bf7e6518793f20500f495a6aa,TRAAGCZ128F93210FD,1
118984,3e2d8c457b65f25077f3497414f4723a4b997d0c,TRAAKDG128F42A0ECB,1
119045,ee3181e9897dfc46729279d54926e4666ddeae57,TRAGLXF128E078703E,1
119156,15275d9cf5d3d4c3184a70b2b7d37a2e5c013c62,TRBCUPT128F1462B73,1
119171,90c4778a4ab4f7f4dbe81c3925c6eefdeab59082,TRBHKXX128F4252D02,1
119278,ec5b62be95b67bc5adf8db2c074c102a2ed498b0,TRAYOQI128F92F0967,1
119394,c4f88bf6f8db0890704f1064bbdc82dca39f41d3,TRACYXW128F4297569,2
119453,408386c2861dfea71794a9d2ca2dc5ca74557822,TRBFEID128F42368AC,1
119454,01a92c6747e558ca1b1f16661df386c7c92c3802,TRAXLZU12903D05F94,5
119512,7e8479ba3a860ad5db453b233d2610e6c705b168,TRAWBHE12903CBC4CB,1
119602,cd023ca502fe34022f7f9c7a8ccea912a046ccb2,TRACYXW128F4297569,1
119671,be2747eda783cb9ef52764c9b65cb928737909da,TRBDYFY128F93330AA,4
119681,98a3122df2cb0e3a0a0e5e5f3827b1929ed36d8a,TRAUTTP128F425BDEB,1
119731,d9c082e2874f8fd9e2b19d7e640fec159246ec3f,TRABLHU128F1473B67,2
119744,a896dd6ad07e45920d8a31061acd1f2166d30026,TRAUOPE128EF367610,1
119772,0f1647b1a5def77028d555541a899cd1f94aa287,TRAAMES128F42AF068,5
119783,7ebb7a81f639cd04b81fbc876367750891470e96,TRATHTH128F42BC347,6
119837,db4ea1c1ff91912047241a4f34f3b9d29ff8c1c3,TRAJOPN128F423BEC3,1
119905,7dca69937c8f34299dab2cffcabc0355d26d6d4f,TRAYEGN128F9361233,3
120076,4b04d4747710787678ac78e9e4169e9946b3965c,TRBEQFT128F146BD6D,1
120120,09349dd44a11a3129cd15530dc5977dfbd3d4a3a,TRBDODQ128F423A780,1
120126,a64ab6f9be9dbddb65fe30cd2ffa00fdb346d149,TRAIVMM12903CFAD62,1
120150,d5470593f0a793ad62bb241e193cd1aaabb8b433,TRAZBRT128F9305CE3,1
120156,63994ac15c1f87724e99549bf3c81ee9edfc9ecf,TRBCANP128F92FA6B9,1
120200,952bb2fb894a79a3a30961b57bc8d00a33d0836d,TRASVOH12903CCDC0B,16
120252,b69b9ea93160a39443525ba5bba30ee675b38cbb,TRATBLI128F92F78F8,2
120275,9e3c3a89ba6537b092a8c975935833eca54f1822,TRALNFM12903CCE7FA,1
120279,1f360a256a36567bd7426508fca84baa3baafc91,TRAUJKJ128E078FA48,1
120311,9c82149ee2fab09fff5a71782a68a7645f64eff5,TRAMKDJ128F92F3D8B,5
120385,4ca4300135196d49c08d06eef4776167b6c1d280,TRALDUE128F9312AF2,1
120615,eb67516ca72b3220e71fee5c88316272e0e38dd6,TRARPCK128F92FEA7F,1
120776,6bec1d33e523406bc510c8b3a444a1c89004eb9f,TRBHKXX128F4252D02,3
120801,378ead9313309925b88c8f64fac361f3c0cf6678,TRAAKDG128F42A0ECB,2
120975,85a4fae98a8ab1a44b63c9014b29ace86cec5e23,TRAWBHE12903CBC4CB,3
121071,8d7e5bb1097df37cb3ae0e14b77dff52aeb4fdf1,TRBFKVH128F4262579,1
121121,6c1ebf82de607e448c1508ac511026227c4cdeb5,TRAZBRT128F9305CE3,3
121153,7d9bdc603ae31231e1a4c228b0a22be9cbeaac24,TRAHTZF128F4229377,1
121254,52b96a9bc99d4f2f081ca4d4b005a531972276f9,TRAWLYF128F92D9EE0,2
121414,f7d98ced9b83cc5597a4618dd48b3262e5833cd9,TRARTEH128F423DBC1,1
121492,aaacb1e85f8c45b1d28ab0581905208988260490,TRBDSWA128F92FE70A,1
121552,5eb50eb4bc0ce14cdb2996669579dacfa65daec2,TRBCWPC128F42438DF,1
121702,00383e6a66fe8efdc782e5885740e570a0b88ef8,TRAAEEH128E0795DFE,1
121757,1efe823f5bae2ddaaf45d7e9f5d1684d5314a975,TRAZORC128F426C323,1
121888,7e098bf5038acd6bd1e4f8993478dfa08c47c71e,TRBDQLL128E078B757,1
121928,5b473ac0e7b129cef8d400d6584e2a978c3c49ef,TRAYKHZ128F145289F,1
121948,aa5a72403d8ddeea92848d30245f9e2607e7a659,TRBGULP128F422F290,1
122107,3c847c3b2d3eae4bcc447c47e3fb1a1d639c0173,TRADZQV128F14A5760,2
122239,d7981e729ff769a18d47d76da30cbb9693a5c93f,TRAAKDG128F42A0ECB,8
122262,06fdba8a4ebeb57d90c2aff3a82aed22e9909f6f,TRAIYDL128E0791583,1
122339,c715127eb5839e8c990c50881aaa9e894b669715,TRAWBHE12903CBC4CB,1
122679,a2d13204e50d1887fc893f5d652cd6e0ef038b33,TRBDRIN128F9308ABF,1
122728,66fd85a5a260736632945075eac54ca7322da705,TRAUOEY128F421CBD3,3
122766,132249b7b351415fa17787256a5506f9423144fd,TRBIFGK128F92F23A2,1
122797,a70997b47b53d0cb4f93c2d86cc8550b3efa8792,TRASVOH12903CCDC0B,16
122886,9137a5bfb0d8e59500adb987e43b8a55d35dd9dd,TRARTEH128F423DBC1,1
122937,e8f6a8d06b0096737dec1a9f44c3d48cd9e5e4b8,TRAAQIH128F428BDEA,1
123183,accd0978ae7050dd650b93e8870edf261cbc0629,TRAWLYS12903CCFEFC,1
123237,92aa12137d826caf9cfd802d192145801501813e,TRAXKXX128F4264EA1,1
123269,b8aee515d6782aef79d83a5a799fea8add861603,TRARUTP128E0797FC7,3
123281,e5c282996c5285b8f10b0ed9ebb1cc7feb2475c4,TRBGCAK128F425F3CC,1
123502,72b54eb8ebf95991e0f560fe4f60ceae0842c434,TRBBQGV12903CB5CD3,1
123537,7621501c8e652de1a47dab3ef115f3a1f4fbf77b,TRAURYF128F147805D,1
123635,77d25e9ce972f8a4abd1d9dcbc5a81dd227a6e31,TRAWBHE12903CBC4CB,3
123639,8b9736153c8f0dd1b4b42f5c4001fd7cdb1ed950,TRAMBEY128F42408F1,1
123644,de3f6d387a46e634d123e175859a3422a5d72a0f,TRAGYMA128EF34B55E,2
123833,8de3ee3f23ca189c68170d802c9fc42c55fcb67f,TRADGQI128F1472928,3
